2	0
3	1
4	2
6	3
7	4
8	5
10	6
11	7
12	8
13	9
14	10
22	11
23	12
24	13
25	14
27	15
28	16
31	17
35	18
54	19
55	20
56	21
58	22
65	23
66	24
67	25
68	26
72	27
73	28
76	29
77	30
78	31
79	32
80	33
88	34
90	35
91	36
93	37
95	38
96	39
97	40
98	41
99	42
100	43
101	44
102	45
180	46
282	47
283	48
293	49
393	50
394	51
395	52
